GameID,Date,Time,White,WhiteElo,WhiteRatingDiff,Black,BlackElo,BlackRatingDiff,TotalMoves,ECO,Opening,TimeControl,Termination,Result
28369,2024.01.07,15:33:24,Herzen41,1312,11,rumhamx420x,1296,-5,43,B06,Modern Defense,300+0,Normal,1-0
28370,2024.01.07,15:33:43,PrettyBoyLucas,1776,-4,biszopmaster,1830,11,86,A02,Bird Opening,60+0,Time forfeit,0-1
28371,2024.01.07,15:33:55,JannoChess,1413,5,renatobialera,1370,-5,65,A49,Indian Defense: Przepiorka Variation,60+0,Normal,1-0
28372,2024.01.07,15:34:31,polarbear007,2047,-6,Jchess512,2057,13,36,B23,Sicilian Defense: Closed,120+1,Normal,0-1
28373,2024.01.07,15:35:05,m_pro1702,1923,32,Behruzbek_2010,1981,-75,69,A01,Nimzo-Larsen Attack: Classical Variation,600+0,Normal,1-0
28374,2024.01.07,15:35:12,Bond689,1110,5,yxcvbnm123,1086,-5,49,C00,French Defense: Knight Variation,120+1,Time forfeit,1-0
28375,2024.01.07,15:35:41,Cbum-indio,2640,-6,Ch5ssPlayer,2650,6,66,B04,"Alekhine Defense: Modern Variation, Alburt Variation",180+0,Normal,0-1
28376,2024.01.07,15:35:41,pkjhg1234,1922,-5,unclebay,1971,24,94,B00,Nimzowitsch Defense: Williams Variation,180+0,Time forfeit,0-1
28377,2024.01.07,15:36:07,homelybadger,1636,1,ixtiyor78,1684,-1,88,D00,Queen's Pawn Game: Accelerated London System,180+2,Normal,1/2-1/2
28378,2024.01.07,15:36:13,zsigrac1973,1803,-7,M_moshtaq,1726,8,46,A40,Queen's Pawn Game,180+2,Normal,0-1
28379,2024.01.07,15:36:26,tepiogorka,1576,-4,Amircantplaychess,1609,75,58,C00,French Defense: Horwitz Attack,600+0,Normal,0-1
28380,2024.01.07,15:36:32,GameOnReturns,2094,-8,SnakeRush,2278,3,58,A43,Benoni Defense: Old Benoni,180+0,Normal,0-1
28381,2024.01.07,15:36:35,yusufali_06,1515,5,MikeVere,1470,-5,55,B00,Pirc Defense,300+0,Normal,1-0
28382,2024.01.07,15:36:48,firemode,1867,5,beerus2107,1786,-5,51,B44,Sicilian Defense: Taimanov Variation,600+0,Normal,1-0
28383,2024.01.07,15:37:03,JAVMEX,1714,-6,Cepparelli,1715,8,79,D37,"Queen's Gambit Declined: Harrwitz Attack, Two Knights Defense",900+10,Normal,0-1
28384,2024.01.07,15:37:11,iguana24,987,5,sergioruffo,983,-5,33,B02,Alekhine Defense,300+0,Normal,1-0
28385,2024.01.07,15:37:53,mostafa1350,865,-5,SadraBM,895,8,68,D00,Queen's Pawn Game,60+0,Time forfeit,0-1
28386,2024.01.07,15:37:56,A7MED_G,1385,6,JamesMo09,1400,-6,45,C44,Scotch Game: Göring Gambit,300+0,Normal,1-0
28387,2024.01.07,15:38:01,Beloruss,1828,6,Petrokarposian,1830,-6,33,B90,"Sicilian Defense: Scheveningen Variation, English Attack, with f3",300+0,Normal,1-0
28388,2024.01.07,15:38:01,LordWilliamsson,1351,-6,omrizil1981,1337,6,48,C40,"Latvian Gambit: Mayet Attack, Polerio-Svedenborg Variation",60+0,Normal,0-1
28389,2024.01.07,15:38:02,Lefsal,1148,5,advaith10718,1062,-12,101,C41,Philidor Defense,900+10,Normal,1-0
28390,2024.01.07,15:38:25,m0tamany,1914,-6,Tal176,1893,6,80,D00,"Queen's Pawn Game: Accelerated London System, Steinitz Countergambit",180+0,Normal,0-1
28391,2024.01.07,15:38:24,Mamaev007,1679,10,Nurdin-Sydykbekov,2006,-10,81,B30,Sicilian Defense: Old Sicilian,180+0,Normal,1-0
28392,2024.01.07,15:38:28,presarioad,1892,5,torzhestvenny,1837,-5,64,A34,"English Opening: Symmetrical Variation, Normal Variation",600+0,Normal,1-0
28393,2024.01.07,15:38:37,Mardonmat,1844,-5,Gandalf-Gray,1849,7,61,C02,"French Defense: Advance Variation, Nimzowitsch System",600+0,Normal,0-1
28394,2024.01.07,15:38:41,Chalo16,1077,9,asturdani,1008,-4,61,C50,Italian Game,600+0,Normal,1-0
28395,2024.01.07,15:38:47,Endingquasar,1788,170,OndrejNikator,1849,-5,63,A22,"English Opening: King's English Variation, Two Knights Variation",300+4,Normal,1-0
28396,2024.01.07,15:39:08,hamedyazdani,780,3,HyperioXHell,626,-4,83,C20,Barnes Opening: Walkerling,300+0,Time forfeit,1-0
28397,2024.01.07,15:39:25,iHarryYT,1177,6,Ahmedgebaly,1174,-10,147,C50,Italian Game: Paris Defense,600+0,Normal,1-0
28398,2024.01.07,15:39:46,bhaveshgupta,1742,15,CristianoRonaldo_Dr,2330,-70,65,B34,"Sicilian Defense: Accelerated Dragon, Modern Variation",300+0,Normal,1-0
28399,2024.01.07,15:40:08,dInoSaur_04,1426,26,Tyrion_Lanchesster,1463,-29,43,D00,Queen's Pawn Game: Accelerated London System,15+0,Normal,1-0
28400,2024.01.07,15:40:13,Jerzyk_84,1585,7,kluangman12,1654,-7,57,B01,Scandinavian Defense: Mieses-Kotroc Variation,600+0,Normal,1-0
28401,2024.01.07,15:40:14,PChernomordik,2360,1,ZiadAbdallah2021,1750,-1,79,B23,Sicilian Defense: Closed,180+0,Normal,1-0
28402,2024.01.07,15:40:16,Elemer2008,1823,-3,FalkZirnstein,1978,41,42,A40,Queen's Pawn Game: Modern Defense,600+0,Normal,0-1
28403,2024.01.07,15:40:39,kings1somalian,1830,8,Dima64chess,1926,-7,133,A80,Dutch Defense,180+2,Normal,1-0
28404,2024.01.07,15:40:47,ckol2008,1638,7,unit104,1671,-6,79,D00,"Queen's Pawn Game: Accelerated London System, Steinitz Countergambit",180+0,Normal,1-0
28405,2024.01.07,15:40:54,marcomar,1955,-6,Havan,1967,6,54,A00,Hungarian Opening,480+10,Normal,0-1
28406,2024.01.07,15:41:14,miwe7170,1595,6,YuriyLo,1595,-5,51,B02,Alekhine Defense,600+1,Normal,1-0
28407,2024.01.07,15:41:26,azkeri,1002,-4,normieal,1098,4,62,A01,Nimzo-Larsen Attack: Modern Variation,60+0,Time forfeit,0-1
28408,2024.01.07,15:41:28,Matthaeus13,1285,-8,segatto80,1334,5,74,C41,Philidor Defense,360+3,Normal,0-1
28409,2024.01.07,15:41:34,VIPARA76,1124,-7,Agastya2023,1059,38,68,B20,Sicilian Defense,480+4,Normal,0-1
28410,2024.01.07,15:41:37,Ramazotti,1751,-5,mpathiq,1779,6,40,A06,Zukertort Opening,120+1,Normal,0-1
28411,2024.01.07,15:41:40,werstuck,812,-7,Nasok1103,789,8,76,C70,"Ruy Lopez: Morphy Defense, Caro Variation",600+5,Normal,0-1
28412,2024.01.07,15:41:44,max1hr,1781,7,Stefangecal,1852,-6,41,C41,Philidor Defense,180+2,Time forfeit,1-0
28413,2024.01.07,15:41:55,Petro77,2070,-13,rasmadeus,2049,6,42,A41,Queen's Pawn Game,60+0,Normal,0-1
28414,2024.01.07,15:42:05,kirillbabits23,1573,10,Rodrigo1974,1569,-6,65,B30,Sicilian Defense: Old Sicilian,300+3,Normal,1-0
28415,2024.01.07,15:42:04,croixs,1817,6,catechizzAZIONE,1824,-5,27,A06,Zukertort Opening: Tennison Gambit,120+1,Normal,1-0
28416,2024.01.07,15:42:11,AssA22,1734,-6,KingAzimov,1734,6,88,B01,Scandinavian Defense: Main Line,300+3,Time forfeit,0-1
28417,2024.01.07,15:42:14,the_mohamed,1802,8,THeSKeLtonDeteCTIve,1887,-7,53,B27,Sicilian Defense: Hyperaccelerated Fianchetto,600+0,Normal,1-0
28418,2024.01.07,15:42:21,mr10inches,1327,19,ErgunAslan,1272,-5,41,B01,Scandinavian Defense: Mieses-Kotroc Variation,600+5,Normal,1-0
28419,2024.01.07,15:42:20,dholphin,1860,-14,Rene6676,1149,11,72,A00,Hungarian Opening: Indian Defense,60+0,Normal,0-1
28420,2024.01.07,15:42:23,qweui,1500,245,srinivasjuly7,1500,-242,39,C40,King's Pawn Game: Damiano Defense,1800+20,Time forfeit,1-0
28421,2024.01.07,15:42:22,f_easy,1800,-7,pruky5,1766,13,62,C44,"Scotch Game: Scotch Gambit, Dubois Réti Defense",180+2,Normal,0-1
28422,2024.01.07,15:42:27,hrhaddadi,1219,-7,Aren_sw,1147,14,52,B23,"Sicilian Defense: Closed, Traditional",60+0,Time forfeit,0-1
28423,2024.01.07,15:43:01,Grich1234,1735,0,kingemir27,1723,0,118,D38,Queen's Gambit Declined: Ragozin Defense,180+2,Normal,1/2-1/2
28424,2024.01.07,15:43:18,ITSHO,1517,24,Krishiv5412,1546,-5,61,D50,Queen's Gambit Declined: Pseudo-Tarrasch Variation,180+0,Normal,1-0
28425,2024.01.07,15:43:23,seanthornton1,1223,-5,rocky50,1214,6,66,D02,Queen's Pawn Game: Zukertort Variation,60+0,Time forfeit,0-1
28426,2024.01.07,15:43:22,Krishna2024,1915,1,BuddhistPalm,2026,-26,144,B30,Sicilian Defense: Old Sicilian,600+5,Normal,1/2-1/2
28427,2024.01.07,15:43:45,anywaymate1,1385,18,pudimEtrovoes,1301,-4,67,A01,Nimzo-Larsen Attack: English Variation,600+0,Normal,1-0
28428,2024.01.07,15:44:50,paolozamparutti,1042,-6,Piers33,1057,5,28,C00,French Defense: Knight Variation,600+0,Normal,0-1
28429,2024.01.07,15:45:04,Elitserien,2397,-4,yudinetz,2474,4,128,A61,Benoni Defense,180+2,Normal,0-1
28430,2024.01.07,15:45:18,balagiSJ242008245,1482,20,Mwelu,1986,-10,83,B10,Caro-Kann Defense,180+0,Normal,1-0
28431,2024.01.07,15:45:39,Aleks11111991,1832,57,x_naruto_x,1734,-9,85,A01,Nimzo-Larsen Attack,600+0,Time forfeit,1-0
28432,2024.01.07,15:45:52,superkamiokande,1191,-8,Kotterrer,1270,5,52,B50,Sicilian Defense: Modern Variations,300+3,Time forfeit,0-1
28433,2024.01.07,15:46:14,nagaprathima,1140,-4,yagizcivan24u5a,1197,15,44,A02,Bird Opening: From's Gambit,60+0,Normal,0-1
28434,2024.01.07,15:46:21,I_play_like_20iq,1212,5,zivago,1174,-5,68,B32,Sicilian Defense: Open,300+0,Normal,1-0
28435,2024.01.07,15:46:39,Nordhorn1973,2419,-4,Screaming_at_the_Zoo,2516,4,44,B01,Scandinavian Defense: Main Line,300+0,Normal,0-1
28436,2024.01.07,15:46:42,Legend518,1779,7,Dropbal,1812,-9,38,A05,King's Indian Attack,600+0,Normal,1-0
28437,2024.01.07,15:46:43,Patthausen,2061,-115,bloOmi,1864,10,148,D01,Richter-Veresov Attack: Veresov Variation,-,Normal,0-1
28438,2024.01.07,15:47:06,amagno65,2109,2,Tabarex,1862,-2,61,A43,Benoni Defense: Old Benoni,180+2,Time forfeit,1-0
28439,2024.01.07,15:47:17,akabanga,1263,-5,koropiniyo,1283,6,82,D50,Queen's Gambit Declined: Modern Variation,600+0,Normal,0-1
28440,2024.01.07,15:47:33,roman860,1724,6,bard1899,1761,-8,39,C50,"Italian Game: Giuoco Pianissimo, Italian Four Knights Variation",600+0,Normal,1-0
28441,2024.01.07,15:47:45,PitbullToshi,2443,-6,Leeroy_zw,2420,46,52,B50,"Sicilian Defense: Wing Gambit, Deferred Variation",180+0,Normal,0-1
28442,2024.01.07,15:47:54,nadeemraja,2131,4,z_dan,2015,-4,69,B00,Owen Defense,180+2,Normal,1-0
28443,2024.01.07,15:48:02,mengsunny2,964,13,maxtomek,887,-4,59,B01,Scandinavian Defense,600+5,Normal,1-0
28444,2024.01.07,15:48:17,Reeva2006,1066,27,erkow1995,1222,-8,69,C00,French Defense: Queen's Knight,600+0,Normal,1-0
28445,2024.01.07,15:48:20,x10urdmrx,1045,-18,smj2012,993,38,86,C20,King's Pawn Game: King's Head Opening,600+5,Time forfeit,0-1
28446,2024.01.07,15:48:24,nbtodder,1629,-6,Nino_Rude,1600,6,54,D11,Slav Defense: Modern Line,300+3,Time forfeit,0-1
28447,2024.01.07,15:48:28,PaulB01,1570,37,Tbaby,1575,-5,117,D00,Queen's Pawn Game: Stonewall Attack,120+1,Normal,1-0
28448,2024.01.07,15:48:34,AtalikS,2688,5,Cbum-indio,2631,-5,61,D85,"Grünfeld Defense: Exchange Variation, Modern Exchange Variation, Kramnik's Line",180+0,Normal,1-0
28449,2024.01.07,15:49:00,RRR_11,948,63,agasheV2015,867,-10,59,C20,King's Pawn Game: Leonardis Variation,180+2,Normal,1-0
28450,2024.01.07,15:49:08,SHINEGAMI_19,1710,67,siddhantSxcccxs,1810,-7,81,A04,Zukertort Opening: Slav Invitation,180+0,Time forfeit,1-0
28451,2024.01.07,15:49:17,Carre101,984,-5,vwlkek,1086,4,70,C20,King's Pawn Game: Wayward Queen Attack,180+2,Normal,0-1
28452,2024.01.07,15:49:21,stan777,1810,6,Frontschwein,1846,-7,103,B01,Scandinavian Defense: Mieses-Kotroc Variation,120+1,Time forfeit,1-0
28453,2024.01.07,15:49:28,Ajitkumar_1986,890,-7,benioto,808,22,68,A00,Van't Kruijs Opening,180+0,Time forfeit,0-1
28454,2024.01.07,15:49:51,chessmaster02545,1572,89,Al-X_Bednar,1317,-76,73,C47,Four Knights Game: Italian Variation,900+0,Normal,1-0
28455,2024.01.07,15:49:53,bye_my_way2,1623,75,Slikiaz,1664,-6,77,A46,Indian Defense: London System,15+0,Time forfeit,1-0
28456,2024.01.07,15:50:12,mixalwch,1083,10,mortada314,989,-10,45,A40,Englund Gambit Declined: Reversed Alekhine,600+0,Normal,1-0
28457,2024.01.07,15:50:17,Alik_1997,2035,25,Yusupov_Sarvar2303s,2196,-8,53,B10,Caro-Kann Defense: Accelerated Panov Attack,180+0,Normal,1-0
28458,2024.01.07,15:50:34,praveenplayschess,1068,5,tacomen,993,-5,51,A00,Barnes Opening,60+0,Time forfeit,1-0
28459,2024.01.07,15:51:06,GeorgLB,1854,7,Evgeniy74,1887,-6,87,D00,Queen's Pawn Game: Accelerated London System,900+10,Normal,1-0
28460,2024.01.07,15:51:07,DatDanishDude,1219,6,betelgeuse123,1173,-5,28,C44,Ponziani Opening: Jaenisch Counterattack,300+3,Normal,1-0
28461,2024.01.07,15:51:37,NewAlehin,1698,7,simpfor2d,1739,-6,44,C54,"Italian Game: Classical Variation, Greco Gambit, Traditional Line",600+0,Normal,1-0
28462,2024.01.07,15:53:02,stefania-dim,1586,4,Zenzawa,1524,-5,41,B56,Sicilian Defense: Classical Variation,60+0,Normal,1-0
28463,2024.01.07,15:53:14,Staredvin2020,1203,12,Bochick,1116,-4,43,B02,Alekhine Defense: Mokele Mbembe,15+0,Time forfeit,1-0
28464,2024.01.07,15:53:20,F14ever,1158,6,Elistondo,1150,-11,79,B00,"Nimzowitsch Defense: Kennedy Variation, Linksspringer Variation",300+3,Time forfeit,1-0
28465,2024.01.07,15:53:27,Lintchevski_Daniil,2899,4,Hanskai,2794,-4,111,C00,French Defense: Knight Variation,180+0,Normal,1-0
28466,2024.01.07,15:53:31,caralitos,1566,-7,Rajpurohit_vikram,1475,9,36,D02,Queen's Pawn Game: Chigorin Variation,1800+0,Normal,0-1
28467,2024.01.07,15:53:31,Boydorobo,2293,6,Jelle1,2304,-6,51,E05,"Catalan Opening: Open Defense, Classical Line",60+0,Normal,1-0
28468,2024.01.07,15:53:50,angsim,1699,22,Pinhan35,1706,-5,71,C50,Italian Game: Giuoco Piano,600+0,Normal,1-0
28469,2024.01.07,15:53:55,KriPi1729,1695,8,tatikiztetri,1706,-5,63,C58,"Italian Game: Two Knights Defense, Polerio Defense, Bishop Check Line",600+5,Normal,1-0
28470,2024.01.07,15:53:58,anshul_1410,1550,-21,NATE-RIVERS,2073,33,60,C41,Philidor Defense,180+2,Normal,0-1
28471,2024.01.07,15:54:04,T3eesh_Enta,2021,-16,kgula2020,2073,5,52,A40,Queen's Pawn Game,120+1,Normal,0-1
28472,2024.01.07,15:54:10,hajilo137,1725,-6,tobsss,1733,6,50,A21,"English Opening: King's English Variation, Reversed Sicilian",120+1,Normal,0-1
28473,2024.01.07,15:54:12,vapor1,1314,6,sobakavod,1314,-9,75,D20,Queen's Gambit Accepted: Old Variation,300+3,Time forfeit,1-0
28474,2024.01.07,15:55:06,superidiot,2185,4,Fantazy1,2080,-4,58,B34,"Sicilian Defense: Accelerated Dragon, Modern Variation",180+2,Normal,1-0
28475,2024.01.07,15:55:07,BrianJB,1613,6,avsut,1660,-7,185,C54,"Italian Game: Classical Variation, Giuoco Pianissimo",900+10,Normal,1-0
28476,2024.01.07,15:55:32,Paul_Ree,1284,-5,plameniliev,1314,5,56,C34,King's Gambit Accepted: Schallopp Defense,120+1,Normal,0-1
28477,2024.01.07,15:55:39,cezario2007,1909,-9,MarvelFan,1600,10,60,B01,Scandinavian Defense,15+0,Time forfeit,0-1
28478,2024.01.07,15:55:52,Blitzkriegvictory,2601,-6,hua-mulan13,2671,38,104,B12,Caro-Kann Defense: Advance Variation,600+0,Time forfeit,0-1
28479,2024.01.07,15:55:57,rahzyel,1897,7,alaintemperie,1984,-7,35,B02,Alekhine Defense: Normal Variation,120+1,Normal,1-0
28480,2024.01.07,15:56:12,ThBinder,1993,-4,Nevada_Kid,2100,4,42,B50,"Sicilian Defense: Modern Variations, Tartakower",60+0,Normal,0-1
28481,2024.01.07,15:56:36,Poyasov,1168,-10,Hermooooooovgeniy,1453,3,14,C24,Bishop's Opening: Berlin Defense,300+5,Normal,0-1
28482,2024.01.07,15:56:41,aaron_dnd,1627,19,anassweed12,1641,-6,92,D11,Slav Defense: Modern Line,600+0,Normal,1-0
28483,2024.01.07,15:56:51,superojan,1981,3,miroslavnecaev_5,1827,-3,123,B01,Scandinavian Defense: Valencian Variation,60+0,Normal,1-0
28484,2024.01.07,15:57:15,unurzul,2042,-21,Yavas_BLL,1901,8,42,B45,"Sicilian Defense: Taimanov Variation, Normal Variation",180+2,Normal,0-1
28485,2024.01.07,15:57:17,IWARRIOR19,1930,-6,ssuperiorr,1947,6,76,C60,Ruy Lopez: Cozio Defense,60+0,Time forfeit,0-1
28486,2024.01.07,15:57:29,CCHhuelga,1287,6,Ramdayalganj,1316,-6,47,C41,Philidor Defense,300+0,Normal,1-0
28487,2024.01.07,15:57:36,luvadeouro,1104,-5,miraclecone,1114,8,58,C55,"Italian Game: Two Knights Defense, Modern Bishop's Opening",120+1,Time forfeit,0-1
28488,2024.01.07,15:57:37,nyqul223,1009,1,doa10,1065,-1,102,C26,Vienna Game: Stanley Variation,300+0,Normal,1/2-1/2
28489,2024.01.07,15:57:38,Djici5,1000,44,nikiroma,1163,-8,65,D02,Queen's Pawn Game: Symmetrical Variation,900+3,Normal,1-0
28490,2024.01.07,15:57:43,MARIPILI,1085,-6,LaNikeDiGalatina,1020,61,60,A00,Van't Kruijs Opening,180+0,Normal,0-1
28491,2024.01.07,15:57:48,jjhonsansebastian,1518,4,MenschRudolf,1543,-1,76,B10,Caro-Kann Defense,1800+0,Normal,1/2-1/2
28492,2024.01.07,15:57:56,El_Botta,1269,6,CrAlexIZ,1271,-6,59,A40,Englund Gambit Declined: Reversed Krebs,180+0,Normal,1-0
28493,2024.01.07,15:58:05,Heinse,844,-6,marcosmagnum,796,20,16,A00,Van Geet Opening: Reversed Nimzowitsch,600+0,Time forfeit,0-1
28494,2024.01.07,15:58:23,giggsy16,1265,-5,lisii1995,1211,139,77,B00,Pirc Defense,1800+0,Normal,0-1
28495,2024.01.07,15:58:23,svenha,1927,-4,chikhadzula,1994,5,64,A90,"Dutch Defense: Stonewall Variation, Modern Variation",300+0,Normal,0-1
28496,2024.01.07,15:58:23,Dual64,1678,-6,Daniyar_1986,1696,7,68,A10,English Opening: Anglo-Scandinavian Defense,60+0,Time forfeit,0-1
28497,2024.01.07,15:58:36,Lazarock,1258,-4,mr_red_777,1259,142,42,C42,Russian Game,300+0,Normal,0-1
28498,2024.01.07,15:58:47,BRM1965,2583,6,Apjoshua,2594,-5,59,B12,Caro-Kann Defense,180+0,Time forfeit,1-0
28499,2024.01.07,15:58:49,itsxuif224,1268,6,Vyacheslav_Makarov,1258,-8,43,D02,Queen's Pawn Game: Chigorin Variation,600+0,Normal,1-0
28500,2024.01.07,15:58:56,Lawyer_Bahiev,1764,28,Kongratbay1958,1855,-7,75,C50,Four Knights Game: Italian Variation,900+0,Normal,1-0
28501,2024.01.07,15:58:56,brsjdo,2105,3,A25G04I19L82,1923,-61,121,A00,Polish Opening: Czech Defense,180+0,Time forfeit,1-0
28502,2024.01.07,15:59:00,Chancentod71,1759,20,yakupkoc22,1779,-5,95,C41,Philidor Defense: Exchange Variation,600+0,Normal,1-0
28503,2024.01.07,15:59:03,Knight_of_Magnus,1953,-6,BLE1994,1947,6,56,B33,Sicilian Defense: Open,60+0,Normal,0-1
28504,2024.01.07,15:59:42,Miesbert95,1429,-7,spanishpoet,1400,24,36,B07,Czech Defense,900+5,Normal,0-1
28505,2024.01.07,16:00:15,sekerminnos1234589,1500,-242,efeinal14,1500,245,140,C47,Four Knights Game: Italian Variation,420+3,Normal,0-1
28506,2024.01.07,16:00:26,Sushki,2124,-5,WilliamShookspear,2162,6,140,C50,Italian Game: Giuoco Piano,600+0,Time forfeit,0-1
28507,2024.01.07,16:00:23,Imitador2000,2040,-33,tolia,2049,5,188,C45,Scotch Game: Classical Variation,1500+0,Normal,0-1
28508,2024.01.07,16:00:49,Connoi,2302,8,GEORGIJ-03_08,2300,-5,191,B02,Alekhine Defense: Sämisch Attack,600+0,Time forfeit,1-0
28509,2024.01.07,16:00:57,MM696,1836,-6,acageometar,1860,6,52,D00,Queen's Pawn Game: Accelerated London System,180+0,Normal,0-1
28510,2024.01.07,16:00:58,cferrante,1572,17,iblunderqueenz,1592,-6,91,B10,Caro-Kann Defense,600+0,Normal,1-0
28511,2024.01.07,16:01:00,uhisdof,1188,26,AbhijitSingha,1240,-6,53,C41,Philidor Defense,600+0,Normal,1-0
28512,2024.01.07,16:01:09,sergey050181,2372,5,Siti_ramla66,2318,-5,73,D02,Queen's Pawn Game: Zukertort Variation,300+0,Normal,1-0
28513,2024.01.07,16:01:26,CraeZ,2191,-6,SsNeIc,2161,6,26,A00,Van Geet Opening: Kluever Gambit,180+0,Normal,0-1
28514,2024.01.07,16:01:37,youssefe4,1690,5,JaiChap,1679,-6,61,D10,Slav Defense: Diemer Gambit,600+0,Normal,1-0
28515,2024.01.07,16:02:22,gyaban,1722,6,smurfikkkk,1728,-11,33,B06,Modern Defense,180+2,Normal,1-0
28516,2024.01.07,16:02:28,simku,1600,14,KeetMakita,1602,-6,76,D11,Slav Defense: Modern Line,600+0,Normal,1-0
28517,2024.01.07,16:02:52,Rafiki50690,1458,-5,NamanPlays,1536,25,88,C45,Scotch Game,600+5,Normal,0-1
28518,2024.01.07,16:03:07,shivammthakur,1512,30,pinoo21,1496,-5,43,C41,Philidor Defense,300+3,Normal,1-0
28519,2024.01.07,16:03:14,Aaradhyasharma_HP64,1271,16,Niku_Ha123,1263,-9,75,C47,Four Knights Game,600+5,Normal,1-0
28520,2024.01.07,16:03:22,maks1906,1964,-11,vlex_nder,1494,11,72,B94,Sicilian Defense: Najdorf Variation,180+0,Normal,0-1
28521,2024.01.07,16:03:26,DaxSanchez,2185,7,henri_poincare,2287,-8,53,D33,Tarrasch Defense: Swedish Variation,180+2,Time forfeit,1-0
28522,2024.01.07,16:04:19,haesix,1687,6,gokhan-per,1685,-6,91,D06,Queen's Gambit Declined: Baltic Defense,300+0,Normal,1-0
28523,2024.01.07,16:04:35,xtiv87,1315,-6,scacchistamascherato,1330,8,92,C47,Four Knights Game: Italian Variation,600+0,Normal,0-1
28524,2024.01.07,16:04:55,L0527270197-shaxmat,1039,11,AleksandrVinogradov,1040,-6,23,B01,Scandinavian Defense: Mieses-Kotroc Variation,900+10,Normal,1-0
28525,2024.01.07,16:05:05,sundber,982,-6,Aditya_Bose_2017,958,18,48,C44,Ponziani Opening: Jaenisch Counterattack,600+5,Normal,0-1
28526,2024.01.07,16:05:15,Mrd2d4,2077,7,AQUAMAN-CHESS,2145,-7,93,D02,Queen's Pawn Game: Symmetrical Variation,600+0,Normal,1-0
28527,2024.01.07,16:05:37,ratanchodna,1500,-242,S1hack,1500,245,15,C02,"French Defense: Advance Variation, Main Line",1800+20,Normal,0-1
28528,2024.01.07,16:06:19,nikososat,1447,6,Moon2424,1442,-6,43,B23,Sicilian Defense: Grand Prix Attack,300+3,Normal,1-0
28529,2024.01.07,16:06:21,Carl0sMagnusen,1705,11,lelouche010,1771,-7,33,B00,Owen Defense,600+5,Normal,1-0
28530,2024.01.07,16:06:48,PILINA_J,2080,5,RNSortavala,2039,-5,135,D00,Queen's Pawn Game: Accelerated London System,180+2,Normal,1-0
28531,2024.01.07,16:06:55,Hongwaree_Raitao,1817,3,Noelsich,1695,-4,69,B07,Modern Defense: Geller's System,600+0,Time forfeit,1-0
28532,2024.01.07,16:06:57,amf34344,1500,-238,fracia60,1495,4,44,B30,Sicilian Defense: Old Sicilian,300+3,Normal,0-1
28533,2024.01.07,16:07:33,Joz1234,2066,6,tmckiernan,2074,-16,87,C78,Ruy Lopez: Morphy Defense,300+3,Time forfeit,1-0
28534,2024.01.07,16:07:56,Ignaci7,1494,-6,Seid16,1489,8,94,A02,Bird Opening,180+2,Time forfeit,0-1
28535,2024.01.07,16:07:57,Pavel-80,1862,-6,SERIK512,1832,7,72,D00,Queen's Pawn Game: Accelerated London System,900+0,Normal,0-1
28536,2024.01.07,16:08:28,Divadnadnerb26,1331,-7,DonMoney69,1314,6,60,C50,Italian Game: Giuoco Pianissimo,600+5,Normal,0-1
28537,2024.01.07,16:08:36,thenickels,1559,-5,Krasavtsev,1601,22,106,E70,King's Indian Defense: Normal Variation,600+0,Normal,0-1
28538,2024.01.07,16:08:40,zulb,1491,-5,anikholmes,1523,5,96,A20,"English Opening: King's English Variation, Nimzowitsch Variation",300+0,Normal,0-1
28539,2024.01.07,16:08:41,DorianCondoriLaura,1174,-6,ArdaStockFish,1196,45,60,C30,King's Gambit Declined: Norwalde Variation,180+2,Time forfeit,0-1
28540,2024.01.07,16:08:46,epanizo,1878,-2,tolichach,2189,2,140,C22,Center Game: Berger Variation,180+3,Normal,0-1
28541,2024.01.07,16:09:00,haimuhammad,1521,-6,stickman7,1482,7,126,D02,Queen's Pawn Game: London System,120+1,Time forfeit,0-1
28542,2024.01.07,16:09:05,KemotAwajuk,997,-5,Ina_01,1058,14,40,C44,Scotch Game,120+1,Time forfeit,0-1
28543,2024.01.07,16:09:27,reneorozco,1351,-6,Fred_G,1344,6,56,B50,Sicilian Defense: Modern Variations,120+1,Time forfeit,0-1
28544,2024.01.07,16:09:33,NullAchtFuffzehn,1998,11,jaumeccat,1968,-5,43,A00,Polish Opening: Czech Defense,180+0,Normal,1-0
28545,2024.01.07,16:09:39,AlisaRomanchenko,1617,-27,darksquare2020,1771,19,48,B21,"Sicilian Defense: Smith-Morra Gambit Accepted, Fianchetto Defense",1800+20,Normal,0-1
28546,2024.01.07,16:09:47,smartkindpawn,1640,25,CaHNypNk,1648,-12,115,C47,Four Knights Game: Italian Variation,1500+0,Time forfeit,1-0
28547,2024.01.07,16:10:10,valera56-56,1797,-6,marcoshegel,1754,7,100,C00,French Defense: Queen's Knight,300+3,Normal,0-1
28548,2024.01.07,16:10:13,Vovan-number_1,2297,1,laspelotas12,1820,-1,89,C40,Elephant Gambit: Maróczy Gambit,60+0,Time forfeit,1-0
28549,2024.01.07,16:10:19,Excluded,1624,-5,lelochamelo,1630,32,70,D00,Queen's Pawn Game: Accelerated London System,300+0,Normal,0-1
28550,2024.01.07,16:10:29,Beanos19,1277,-5,Gilthbrim,1356,16,70,B30,Sicilian Defense: Old Sicilian,600+5,Normal,0-1
28551,2024.01.07,16:10:38,fhrtnc,1568,5,r0bsen89,1571,-6,45,B12,Caro-Kann Defense: Advance Variation,300+0,Normal,1-0
